task_id,model_name,model_base,example_id,audio_filename,question,predicted_label,predicted_text,answer_label,answer_text,answer_type,is_correct,parse_status,raw_prediction,n_options,predicted_type,run_id,use_audio,latency_ms
MCQ-ORDER,random,,141717.mp3__2,141717.mp3,"What happens immediately after this event first appears: ""Guitar chords are played repeatedly and then fade away.""?",C,Guitar chords being played with some fading in the middle.,B,Guitar chords are played and then fade away.,event,False,n/a,,5,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,141717.mp3__3,141717.mp3,"What happens immediately after this event first appears: ""Guitar chords are played and then fade away.""?",E,Guitar chords being played in sequence.,A,Guitar chords being played with some fading in the middle.,event,False,n/a,,5,event,20260217_150324,True,0.000958
MCQ-ORDER,random,,141717.mp3__4,141717.mp3,"What happens immediately after this event first appears: ""Guitar chords being played with some fading in the middle.""?",B,Guitar chords are played repeatedly and then fade away.,A,"This is the last event, no immediate event after.",none,False,n/a,,5,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,141778.mp3__0,141778.mp3,"What happens immediately after this event first appears: ""A dog is crying indoors.""?",C,"This is the last event, no immediate event after.",B,A dog whines quietly indoors.,event,False,n/a,,4,none,20260217_150324,True,0.000333
MCQ-ORDER,random,,141778.mp3__3,141778.mp3,"What happens immediately after this event first appears: ""An ambulance siren sounds quietly in the distance.""?",D,"This is the last event, no immediate event after.",D,"This is the last event, no immediate event after.",none,True,n/a,,4,none,20260217_150324,True,0.000292
MCQ-ORDER,random,,142897.mp3__2,142897.mp3,"What happens immediately after this event first appears: ""A propeller creates a constant, mechanical hum that is steady and unwavering.""?",C,"This is the last event, no immediate event after.",C,"This is the last event, no immediate event after.",none,True,n/a,,3,none,20260217_150324,True,0.000292
MCQ-ORDER,random,,143115.mp3__2,143115.mp3,"What happens immediately after this event first appears: ""A woman speaking clearly as a motorcycle engine passes by on the street.""?",B,"This is the last event, no immediate event after.",D,A truck honks loudly.,event,False,n/a,,4,none,20260217_150324,True,0.000375
MCQ-ORDER,random,,143115.mp3__3,143115.mp3,"What happens immediately after this event first appears: ""A truck honks loudly.""?",C,A woman is speaking clearly outdoors on the street.,D,"This is the last event, no immediate event after.",none,False,n/a,,4,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,143118.mp3__1,143118.mp3,"What happens immediately after this event first appears: ""A fly is repeatedly hitting a lamp.""?",B,A fly hits a lamp.,A,"This is the last event, no immediate event after.",none,False,n/a,,2,event,20260217_150324,True,0.00025
MCQ-ORDER,random,,143225.mp3__0,143225.mp3,"What happens immediately after this event first appears: ""A baby is trying to talk.""?",A,A person coughing indoors.,A,A person coughing indoors.,event,True,n/a,,3,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,143225.mp3__1,143225.mp3,"What happens immediately after this event first appears: ""A person coughing indoors.""?",B,Someone clearing their throat indoors.,B,Someone clearing their throat indoors.,event,True,n/a,,3,event,20260217_150324,True,0.0005
MCQ-ORDER,random,,143225.mp3__2,143225.mp3,"What happens immediately after this event first appears: ""Someone clearing their throat indoors.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,3,none,20260217_150324,True,0.000333
MCQ-ORDER,random,,143650.mp3__1,143650.mp3,"What happens immediately after this event first appears: ""A person sings continuously in a high-pitched, artificial voice.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000292
MCQ-ORDER,random,,143919.mp3__0,143919.mp3,"What happens immediately after this event first appears: ""A baby cries with different tones.""?",A,A baby sucking its fingers.,A,A baby sucking its fingers.,event,True,n/a,,2,event,20260217_150324,True,0.000292
MCQ-ORDER,random,,143919.mp3__1,143919.mp3,"What happens immediately after this event first appears: ""A baby sucking its fingers.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000458
MCQ-ORDER,random,,143930.mp3__0,143930.mp3,"What happens immediately after this event first appears: ""A loud rustling sound of someone moving indoors.""?",C,"A sharp, high-pitched beep sounds after a button is pressed.",C,"A sharp, high-pitched beep sounds after a button is pressed.",event,True,n/a,,3,event,20260217_150324,True,0.000291
MCQ-ORDER,random,,143930.mp3__2,143930.mp3,"What happens immediately after this event first appears: ""Rhythmic pedaling sounds from an indoor bike.""?",B,"A sharp, high-pitched beep sounds after a button is pressed.",C,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000334
MCQ-ORDER,random,,144030.mp3__1,144030.mp3,"What happens immediately after this event first appears: ""A cat is purring loudly.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.00025
MCQ-ORDER,random,,144529.mp3__1,144529.mp3,"What happens immediately after this event first appears: ""Repeated splashing water sounds.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000375
MCQ-ORDER,random,,144891.mp3__0,144891.mp3,"What happens immediately after this event first appears: ""Thunderstorm with lightning strikes.""?",A,"This is the last event, no immediate event after.",B,Thunder during a lightning storm.,event,False,n/a,,2,none,20260217_150324,True,0.000834
MCQ-ORDER,random,,144891.mp3__1,144891.mp3,"What happens immediately after this event first appears: ""Thunder during a lightning storm.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000458
MCQ-ORDER,random,,145013.mp3__1,145013.mp3,"What happens immediately after this event first appears: ""A mechanical timer ticks rhythmically with periodic louder ticks.""?",B,A mechanical timer winding up with two loud ratcheting sounds.,A,"This is the last event, no immediate event after.",none,False,n/a,,2,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,145046.mp3__0,145046.mp3,"What happens immediately after this event first appears: ""A blind cat meowing loudly.""?",E,A blind cat named Oscar meows harshly.,A,A cat meowing deeply.,event,False,n/a,,7,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,145046.mp3__1,145046.mp3,"What happens immediately after this event first appears: ""A cat meowing deeply.""?",G,A blind cat named Oscar meows loudly.,G,A blind cat named Oscar meows loudly.,event,True,n/a,,7,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,145046.mp3__2,145046.mp3,"What happens immediately after this event first appears: ""A blind cat named Oscar meows loudly.""?",D,A blind cat meowing loudly.,E,A blind cat named Oscar meows sharply.,event,False,n/a,,7,event,20260217_150324,True,0.000958
MCQ-ORDER,random,,145046.mp3__3,145046.mp3,"What happens immediately after this event first appears: ""A blind cat named Oscar meows sharply.""?",E,A blind cat meowing loudly.,G,A cat meowing intensely.,event,False,n/a,,7,event,20260217_150324,True,0.000417
MCQ-ORDER,random,,145046.mp3__4,145046.mp3,"What happens immediately after this event first appears: ""A cat meowing intensely.""?",C,A blind cat meowing loudly.,D,A blind cat named Oscar meows harshly.,event,False,n/a,,7,event,20260217_150324,True,0.000416
MCQ-ORDER,random,,145046.mp3__5,145046.mp3,"What happens immediately after this event first appears: ""A blind cat named Oscar meows harshly.""?",F,A blind cat named Oscar meowing heavily.,F,A blind cat named Oscar meowing heavily.,event,True,n/a,,7,event,20260217_150324,True,0.000334
MCQ-ORDER,random,,145046.mp3__6,145046.mp3,"What happens immediately after this event first appears: ""A blind cat named Oscar meowing heavily.""?",B,A blind cat named Oscar meows sharply.,F,"This is the last event, no immediate event after.",none,False,n/a,,7,event,20260217_150324,True,0.000334
MCQ-ORDER,random,,145121.mp3__1,145121.mp3,"What happens immediately after this event first appears: ""Person screaming with short pauses.""?",A,A person is singing loudly.,B,"This is the last event, no immediate event after.",none,False,n/a,,2,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,14525.mp3__5,14525.mp3,"What happens immediately after this event first appears: ""A woman is speaking in Italian.""?",C,A child exclaims in the background.,G,Vehicle starting and driving away in the background.,event,False,n/a,,7,event,20260217_150324,True,0.000458
MCQ-ORDER,random,,14525.mp3__6,14525.mp3,"What happens immediately after this event first appears: ""Vehicle starting and driving away in the background.""?",B,A woman is speaking in Italian.,C,"This is the last event, no immediate event after.",none,False,n/a,,7,event,20260217_150324,True,0.000416
MCQ-ORDER,random,,145395.mp3__2,145395.mp3,"What happens immediately after this event first appears: ""Water flows steadily with a soft, continuous sound.""?",C,"A river flows steadily with a soft, continuous water sound.",A,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,145480.mp3__3,145480.mp3,"What happens immediately after this event first appears: ""Music plays to announce a stop.""?",B,Train wheels squeaking metallically as the train brakes.,E,Footsteps.,event,False,n/a,,5,event,20260217_150324,True,0.000417
MCQ-ORDER,random,,145480.mp3__4,145480.mp3,"What happens immediately after this event first appears: ""Footsteps.""?",D,Train wheels squeaking metallically as the train brakes.,A,"This is the last event, no immediate event after.",none,False,n/a,,5,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,145550.mp3__1,145550.mp3,"What happens immediately after this event first appears: ""A muffled sound of birds in the distance.""?",B,A large group of vehicles creates loud traffic noise outdoors.,C,A vehicle passes by loudly and very close.,event,False,n/a,,3,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,145550.mp3__2,145550.mp3,"What happens immediately after this event first appears: ""A vehicle passes by loudly and very close.""?",A,A large group of vehicles creates loud traffic noise outdoors.,C,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,145552.mp3__1,145552.mp3,"What happens immediately after this event first appears: ""A short beep from a traffic light.""?",A,A metro train passes by on an outdoor rail.,B,"This is the last event, no immediate event after.",none,False,n/a,,2,event,20260217_150324,True,0.000334
MCQ-ORDER,random,,145553.mp3__1,145553.mp3,"What happens immediately after this event first appears: ""Hammering noise from construction mixed with road traffic sounds in the background.""?",A,Road traffic near construction.,C,A disc tray is being emptied while street noises are heard in the background.,event,False,n/a,,3,event,20260217_150324,True,0.000333
